tweet_id,date,brand,tweet,sentiment_label,likes,retweets,user_followers
101078,2024-10-28,Netflix,Regret buying Netflix. The product is nothing like what was advertised online. #Netflix #NetflixSeries,Negative,141,74,29592
101176,2024-05-24,Netflix,Anyone else been following the Netflix news lately? Share your thoughts. #Streaming #MustWatch,Neutral,58,14,2269
101106,2024-01-05,Tesla,Tesla announced some changes to their pricing structure today. #EV #TeslaModel3 #Autopilot,Neutral,26,7,46646
100982,2024-08-24,Microsoft,Microsoft support team helped me resolve my issue within minutes. Excellent service! #Windows11 #Copilot,Positive,164,57,28328
100285,2024-01-24,Netflix,The Netflix update is fantastic! So much smoother and faster now. 10/10. #BingeWatch #NetflixSeries #Streaming,Positive,11,89,27793
100867,2024-10-22,Amazon,Overpriced garbage from Amazon as usual. Not worth a single penny. #FBA #Amazon #AmazonDeals,Negative,108,50,24134
100374,2024-05-31,Netflix,The Netflix ecosystem is seamless. Everything just works together perfectly. #NetflixSeries #Netflix #BingeWatch,Positive,298,26,34984
101196,2024-02-17,Tesla,Tesla never disappoints. Best purchase I've made this year hands down! #Autopilot #ElonMusk #Tesla,Positive,7,27,14952
100031,2024-06-22,Nike,Just heard Nike is releasing a new product next month. Interesting. #Nike #Sneakers #JustDoIt,Neutral,156,14,49316
100551,2024-11-07,Google,Google is really disappointing lately. Quality has gone downhill so much. #Android,Negative,146,79,19723
100210,2024-02-04,Tesla,Anyone else been following the Tesla news lately? Share your thoughts. #TeslaModel3,Neutral,35,69,23903
101046,2024-06-03,Apple,The latest Apple update ruined everything. So buggy and slow now. #Apple,Negative,74,56,18810
100923,2024-05-01,Google,Never buying Google again. Product broke after two weeks of use. Total waste. #GoogleAI #Gemini,Negative,137,23,1113
100809,2024-03-16,Samsung,Just got the new Samsung product and it's absolutely amazing! Totally worth it. #SamsungTV,Positive,215,133,28595
100617,2024-11-28,Microsoft,The latest Microsoft update ruined everything. So buggy and slow now. #Azure #Windows11 #Xbox,Negative,91,19,35588
100932,2024-02-23,Apple,Just heard Apple is releasing a new product next month. Interesting. #Apple #AirPods,Neutral,131,23,261
100619,2024-09-24,Netflix,Netflix keeps raising prices while the quality keeps dropping. Enough already. #NetflixSeries #Netflix,Negative,32,76,18433
100188,2024-04-24,Samsung,Samsung promised delivery in 2 days but it's been 10 days and still nothing. #GalaxyWatch,Negative,18,48,14023
100710,2024-08-22,Nike,Read an article about Nike strategy for the next fiscal year. #JustDoIt #NikeAir,Neutral,193,63,41001
100936,2024-08-06,Google,Happy with my Google purchase. Great value for money and excellent build quality. #Google #GoogleAI #Pixel,Positive,210,149,49915
101168,2024-08-18,Google,Lost all my data because of a Google bug. Absolutely furious right now. #GoogleAI #Google,Negative,175,55,48713
101219,2024-11-12,Amazon,Terrible experience with Amazon. Customer service was unhelpful and rude. #FBA #Amazon #AmazonDeals,Negative,170,66,19437
101097,2024-10-19,Samsung,Samsung never disappoints. Best purchase I've made this year hands down! #Samsung,Positive,275,131,18330
100901,2024-10-08,Netflix,Netflix stock is making some moves in the market today. Keeping an eye. #BingeWatch,Neutral,179,26,48789
100083,2024-06-21,Microsoft,Happy with my Microsoft purchase. Great value for money and excellent build quality. #Copilot,Positive,266,41,30406
100701,2024-04-13,Apple,Comparing Apple with other brands in the market before deciding. #MacBook #AppleWatch #Apple,Neutral,54,42,22573
100048,2024-06-24,Samsung,Never buying Samsung again. Product broke after two weeks of use. Total waste. #Samsung2024 #GalaxyS,Negative,150,14,33927
101283,2024-07-08,Samsung,Shoutout to Samsung for the incredible experience. Will definitely buy again. #GalaxyWatch #GalaxyS,Positive,12,140,46279
100155,2024-02-19,Tesla,Shoutout to Tesla for the incredible experience. Will definitely buy again. #ElonMusk #EV #Autopilot,Positive,284,68,44178
101151,2024-09-19,Google,Can't believe how good Google has gotten. The new features are outstanding. #Google,Positive,437,106,35526
101141,2024-07-10,Samsung,Just heard Samsung is releasing a new product next month. Interesting. #Samsung #GalaxyWatch,Neutral,38,27,17254
100974,2024-06-15,Tesla,Tesla delivered exactly what I needed on time. Truly impressed with the service. #Tesla,Positive,83,81,18781
101057,2024-08-31,Amazon,Thinking about switching to Amazon but haven't made up my mind yet. #Amazon,Neutral,190,20,6470
100807,2024-11-15,Apple,Comparing Apple with other brands in the market before deciding. #AirPods #MacBook,Neutral,48,41,25269
101229,2024-09-15,Microsoft,The Microsoft ecosystem is seamless. Everything just works together perfectly. #Windows11 #Copilot #Azure,Positive,126,0,20231
101480,2024-03-07,Amazon,Can't believe how good Amazon has gotten. The new features are outstanding. #Amazon,Positive,482,110,16293
101436,2024-05-20,Samsung,Samsung delivered exactly what I needed on time. Truly impressed with the service. #GalaxyS #SamsungTV,Positive,371,77,43933
100179,2024-08-15,Nike,Thinking about switching to Nike but haven't made up my mind yet. #Nike #NikeRunning #NikeAir,Neutral,20,35,44525
101355,2024-10-30,Google,Comparing Google with other brands in the market before deciding. #Pixel,Neutral,105,7,10817
101246,2024-12-29,Microsoft,Shoutout to Microsoft for the incredible experience. Will definitely buy again. #Microsoft #Azure #Copilot,Positive,402,52,23964
101040,2024-06-27,Samsung,Samsung never disappoints. Best purchase I've made this year hands down! #GalaxyWatch,Positive,449,107,26575
100949,2024-04-08,Tesla,Lost all my data because of a Tesla bug. Absolutely furious right now. #EV #Autopilot #Tesla,Negative,136,15,41896
100816,2024-11-01,Netflix,Can't believe how good Netflix has gotten. The new features are outstanding. #Netflix #BingeWatch #Streaming,Positive,109,79,37785
100363,2024-07-22,Google,The Google ecosystem is seamless. Everything just works together perfectly. #Android #Gemini #Pixel,Positive,110,32,25153
101177,2024-03-21,Samsung,Never buying Samsung again. Product broke after two weeks of use. Total waste. #GalaxyS,Negative,124,36,6413
101198,2024-01-31,Amazon,The Amazon update is fantastic! So much smoother and faster now. 10/10. #AmazonDeals #Amazon #AWS,Positive,146,63,1240
100346,2024-04-07,Samsung,Anyone else been following the Samsung news lately? Share your thoughts. #SamsungTV,Neutral,92,71,41932
101010,2024-10-14,Google,Google delivered exactly what I needed on time. Truly impressed with the service. #Pixel,Positive,43,96,42071
100614,2024-05-20,Tesla,Regret buying Tesla. The product is nothing like what was advertised online. #Autopilot #EV,Negative,40,16,39599
100965,2024-11-08,Amazon,Regret buying Amazon. The product is nothing like what was advertised online. #PrimeDay,Negative,83,23,45703
101273,2024-04-06,Microsoft,Microsoft promised delivery in 2 days but it's been 10 days and still nothing. #Azure,Negative,148,12,29896
100589,2024-11-14,Apple,Comparing Apple with other brands in the market before deciding. #iOS #MacBook,Neutral,146,56,32296
101288,2024-10-26,Apple,The latest Apple update ruined everything. So buggy and slow now. #AirPods,Negative,161,8,18235
100631,2024-02-04,Tesla,Tesla delivered exactly what I needed on time. Truly impressed with the service. #EV #Autopilot #ElonMusk,Positive,317,110,24926
100243,2024-07-17,Apple,Happy with my Apple purchase. Great value for money and excellent build quality. #AppleWatch,Positive,62,85,7070
101374,2024-03-27,Google,Shoutout to Google for the incredible experience. Will definitely buy again. #GoogleAI #Android #Google,Positive,153,108,30199
101451,2024-09-10,Tesla,Noticed Tesla has a new campaign running. It looks different from before. #Tesla #TeslaModel3,Neutral,15,50,46389
100764,2024-09-03,Amazon,Comparing Amazon with other brands in the market before deciding. #Amazon #FBA #PrimeDay,Neutral,107,32,17114
100987,2024-07-02,Apple,Regret buying Apple. The product is nothing like what was advertised online. #iPhone,Negative,177,67,25570
100411,2024-12-21,Samsung,Loving my new Samsung. The quality is top-notch and customer service was great. #Samsung2024,Positive,423,18,18549
101420,2024-02-02,Netflix,Netflix never disappoints. Best purchase I've made this year hands down! #BingeWatch,Positive,101,64,38178
101225,2024-05-10,Samsung,The latest Samsung update ruined everything. So buggy and slow now. #GalaxyS,Negative,66,64,3463
100308,2024-06-13,Google,Happy with my Google purchase. Great value for money and excellent build quality. #Pixel #Android,Positive,33,110,8043
100881,2024-11-09,Amazon,Never buying Amazon again. Product broke after two weeks of use. Total waste. #AWS,Negative,148,35,25327
100398,2024-01-13,Netflix,Worst customer experience ever with Netflix. Will be switching brands for good. #MustWatch #Streaming #NetflixSeries,Negative,127,42,42014
100370,2024-07-18,Samsung,The Samsung ecosystem is seamless. Everything just works together perfectly. #SamsungTV,Positive,14,135,14482
100054,2024-05-01,Samsung,Samsung support team helped me resolve my issue within minutes. Excellent service! #SamsungTV #GalaxyS,Positive,339,29,43041
101338,2024-04-22,Apple,Just got the new Apple product and it's absolutely amazing! Totally worth it. #iPhone #Apple,Positive,77,45,2032
101182,2024-08-22,Amazon,Noticed Amazon has a new campaign running. It looks different from before. #Amazon #FBA #PrimeDay,Neutral,174,16,36675
100312,2024-03-09,Samsung,Anyone else been following the Samsung news lately? Share your thoughts. #GalaxyWatch #SamsungTV,Neutral,186,55,10654
100921,2024-05-13,Google,Comparing Google with other brands in the market before deciding. #GoogleAI #Android #Google,Neutral,100,57,35047
100109,2024-03-05,Microsoft,The Microsoft update is fantastic! So much smoother and faster now. 10/10. #Xbox,Positive,452,60,9107
100718,2024-07-09,Samsung,Lost all my data because of a Samsung bug. Absolutely furious right now. #Samsung #SamsungTV #GalaxyS,Negative,88,14,23716
100691,2024-03-20,Netflix,Overpriced garbage from Netflix as usual. Not worth a single penny. #BingeWatch #Netflix,Negative,183,42,3349
100100,2024-09-10,Microsoft,Read an article about Microsoft strategy for the next fiscal year. #Copilot #Azure #Microsoft,Neutral,147,7,46314
101125,2024-12-20,Nike,Happy with my Nike purchase. Great value for money and excellent build quality. #NikeAir,Positive,71,108,44399
100669,2024-09-23,Apple,Anyone else been following the Apple news lately? Share your thoughts. #AppleWatch,Neutral,183,35,12688
101375,2024-05-27,Nike,Loving my new Nike. The quality is top-notch and customer service was great. #NikeRunning #Sneakers #NikeAir,Positive,115,86,30061
100266,2024-02-14,Tesla,Tesla keeps raising prices while the quality keeps dropping. Enough already. #Autopilot,Negative,165,78,4737
100678,2024-05-12,Apple,Comparing Apple with other brands in the market before deciding. #iPhone,Neutral,27,36,6216
100296,2024-08-13,Microsoft,Loving my new Microsoft. The quality is top-notch and customer service was great. #Microsoft,Positive,153,13,15134
100529,2024-08-17,Samsung,Just got the new Samsung product and it's absolutely amazing! Totally worth it. #SamsungTV #GalaxyS #Samsung,Positive,98,19,18397
100944,2024-02-05,Apple,Lost all my data because of a Apple bug. Absolutely furious right now. #MacBook #AppleWatch,Negative,56,44,12548
101013,2024-10-06,Google,Anyone else been following the Google news lately? Share your thoughts. #Google,Neutral,146,68,29550
100950,2024-07-18,Apple,Worst customer experience ever with Apple. Will be switching brands for good. #MacBook,Negative,60,9,34965
100377,2024-02-14,Amazon,The Amazon update is fantastic! So much smoother and faster now. 10/10. #PrimeDay,Positive,199,22,914
100286,2024-10-10,Netflix,Netflix support team helped me resolve my issue within minutes. Excellent service! #BingeWatch,Positive,33,77,26429
101438,2024-06-27,Amazon,Lost all my data because of a Amazon bug. Absolutely furious right now. #FBA,Negative,188,3,23355
100730,2024-07-22,Tesla,Tesla stock is making some moves in the market today. Keeping an eye. #Autopilot #Tesla,Neutral,47,36,27698
100126,2024-06-27,Google,Thinking about switching to Google but haven't made up my mind yet. #GoogleAI #Google #Pixel,Neutral,12,59,22109
100327,2024-01-12,Netflix,Netflix is really disappointing lately. Quality has gone downhill so much. #NetflixSeries #BingeWatch #MustWatch,Negative,153,67,26486
100292,2024-10-15,Amazon,Amazon keeps raising prices while the quality keeps dropping. Enough already. #FBA #AmazonDeals #AWS,Negative,179,78,402
100548,2024-01-26,Amazon,Terrible experience with Amazon. Customer service was unhelpful and rude. #Amazon #AmazonDeals,Negative,185,66,1691
100727,2024-05-18,Google,Worst customer experience ever with Google. Will be switching brands for good. #Pixel #Google #Android,Negative,47,65,43561
100908,2024-08-20,Netflix,Read an article about Netflix strategy for the next fiscal year. #MustWatch #Streaming,Neutral,110,7,41421
100355,2024-06-29,Tesla,Happy with my Tesla purchase. Great value for money and excellent build quality. #TeslaModel3 #Autopilot #Tesla,Positive,124,96,21626
100170,2024-11-24,Microsoft,Microsoft released their quarterly report today with some mixed numbers. #Windows11,Neutral,167,73,17550
100966,2024-08-02,Apple,Lost all my data because of a Apple bug. Absolutely furious right now. #Apple #iOS #AirPods,Negative,157,23,9167
101133,2024-03-25,Amazon,Amazon stock is making some moves in the market today. Keeping an eye. #AWS #FBA #PrimeDay,Neutral,155,39,13495
100651,2024-04-02,Microsoft,The latest Microsoft update ruined everything. So buggy and slow now. #Microsoft,Negative,3,19,33823
100209,2024-12-14,Samsung,Happy with my Samsung purchase. Great value for money and excellent build quality. #SamsungTV #GalaxyWatch,Positive,216,44,25831
101397,2024-04-24,Samsung,Regret buying Samsung. The product is nothing like what was advertised online. #GalaxyWatch #SamsungTV #Samsung,Negative,108,68,37826
100140,2024-09-14,Netflix,Netflix never disappoints. Best purchase I've made this year hands down! #Netflix #Streaming,Positive,46,98,39834
101083,2024-02-17,Apple,The Apple ecosystem is seamless. Everything just works together perfectly. #iPhone #AirPods,Positive,182,15,35392
100990,2024-11-16,Google,Thinking about switching to Google but haven't made up my mind yet. #Android,Neutral,60,60,7621
100650,2024-04-04,Tesla,Tesla support team helped me resolve my issue within minutes. Excellent service! #EV,Positive,23,147,48008
101188,2024-09-28,Samsung,Can't believe how good Samsung has gotten. The new features are outstanding. #GalaxyS #SamsungTV,Positive,496,84,44049
101498,2024-04-02,Netflix,Happy with my Netflix purchase. Great value for money and excellent build quality. #NetflixSeries,Positive,175,144,37805
100485,2024-06-18,Samsung,Happy with my Samsung purchase. Great value for money and excellent build quality. #Samsung,Positive,58,108,46717
100527,2024-02-01,Netflix,Read an article about Netflix strategy for the next fiscal year. #MustWatch,Neutral,5,4,8345
100199,2024-01-04,Microsoft,Microsoft stock is making some moves in the market today. Keeping an eye. #Azure #Microsoft,Neutral,132,34,38202
100889,2024-05-24,Samsung,Overpriced garbage from Samsung as usual. Not worth a single penny. #GalaxyWatch #GalaxyS,Negative,157,43,28035
100844,2024-07-13,Netflix,Netflix keeps raising prices while the quality keeps dropping. Enough already. #Streaming #NetflixSeries #BingeWatch,Negative,182,1,24382
101068,2024-01-19,Samsung,Samsung delivered exactly what I needed on time. Truly impressed with the service. #GalaxyWatch #SamsungTV,Positive,343,13,4349
101205,2024-10-26,Tesla,Regret buying Tesla. The product is nothing like what was advertised online. #Autopilot #TeslaModel3 #EV,Negative,16,18,37629
101054,2024-10-12,Nike,Nike never disappoints. Best purchase I've made this year hands down! #NikeAir #Sneakers,Positive,0,86,25315
100010,2024-12-25,Tesla,Tesla delivered exactly what I needed on time. Truly impressed with the service. #ElonMusk,Positive,58,14,289
100147,2024-09-28,Amazon,Can't believe how good Amazon has gotten. The new features are outstanding. #PrimeDay,Positive,128,57,29405
100721,2024-06-26,Netflix,Netflix keeps raising prices while the quality keeps dropping. Enough already. #MustWatch,Negative,92,32,45460
100282,2024-07-20,Nike,The latest Nike update ruined everything. So buggy and slow now. #Nike #Sneakers,Negative,91,41,36768
100298,2024-06-15,Nike,Just heard Nike is releasing a new product next month. Interesting. #JustDoIt #Sneakers #NikeAir,Neutral,2,22,19281
100613,2024-12-02,Google,Never buying Google again. Product broke after two weeks of use. Total waste. #GoogleAI,Negative,10,50,46267
100291,2024-11-11,Google,The Google ecosystem is seamless. Everything just works together perfectly. #Pixel #GoogleAI,Positive,7,112,14278
100649,2024-04-17,Apple,Regret buying Apple. The product is nothing like what was advertised online. #AirPods #Apple #iOS,Negative,48,30,1056
100598,2024-02-08,Apple,Apple never disappoints. Best purchase I've made this year hands down! #MacBook #AppleWatch #iPhone,Positive,78,26,46865
101043,2024-03-07,Google,The latest Google update ruined everything. So buggy and slow now. #Pixel,Negative,189,32,25656
100552,2024-08-23,Amazon,The latest Amazon update ruined everything. So buggy and slow now. #AmazonDeals #AWS,Negative,91,58,18188
101298,2024-09-13,Amazon,Overpriced garbage from Amazon as usual. Not worth a single penny. #AWS,Negative,1,13,31981
100129,2024-01-28,Amazon,Can't believe how good Amazon has gotten. The new features are outstanding. #Amazon #AmazonDeals #PrimeDay,Positive,263,143,10993
101061,2024-11-25,Microsoft,Microsoft released their quarterly report today with some mixed numbers. #Xbox #Azure,Neutral,98,76,10549
100331,2024-02-11,Netflix,Can't believe how good Netflix has gotten. The new features are outstanding. #NetflixSeries #MustWatch,Positive,37,36,2017
100323,2024-02-27,Samsung,Samsung keeps raising prices while the quality keeps dropping. Enough already. #Samsung2024 #Samsung #SamsungTV,Negative,178,61,38428
100680,2024-09-03,Amazon,Saw a Amazon ad today. Not sure if I should upgrade yet or wait. #FBA #AmazonDeals,Neutral,119,43,14235
100478,2024-05-15,Tesla,Saw a Tesla ad today. Not sure if I should upgrade yet or wait. #ElonMusk #TeslaModel3,Neutral,54,46,20591
100561,2024-04-24,Google,Anyone else been following the Google news lately? Share your thoughts. #Google #Pixel #GoogleAI,Neutral,76,11,33162
100135,2024-07-31,Google,The Google ecosystem is seamless. Everything just works together perfectly. #Pixel #Google #Gemini,Positive,179,69,29849
100506,2024-06-06,Tesla,The Tesla ecosystem is seamless. Everything just works together perfectly. #TeslaModel3,Positive,235,15,19995
100513,2024-10-22,Netflix,Can't believe how good Netflix has gotten. The new features are outstanding. #NetflixSeries,Positive,445,36,40700
101371,2024-04-06,Netflix,The Netflix ecosystem is seamless. Everything just works together perfectly. #MustWatch,Positive,345,16,45840
100435,2024-05-08,Amazon,The Amazon update is fantastic! So much smoother and faster now. 10/10. #AWS,Positive,403,10,37709
100873,2024-09-04,Nike,Lost all my data because of a Nike bug. Absolutely furious right now. #JustDoIt #Sneakers #NikeRunning,Negative,185,4,41832
101462,2024-12-07,Apple,Can't believe how good Apple has gotten. The new features are outstanding. #iOS #Apple #iPhone,Positive,477,46,7946
100752,2024-03-24,Tesla,Tesla support team helped me resolve my issue within minutes. Excellent service! #TeslaModel3 #EV,Positive,375,105,11230
100665,2024-10-16,Google,Comparing Google with other brands in the market before deciding. #Pixel #Gemini,Neutral,83,1,3914
100158,2024-05-11,Google,Anyone else been following the Google news lately? Share your thoughts. #Gemini #Android #Google,Neutral,175,38,26311
101253,2024-07-27,Nike,Can't believe how good Nike has gotten. The new features are outstanding. #Nike #NikeAir #JustDoIt,Positive,52,78,46201
101292,2024-04-13,Netflix,Worst customer experience ever with Netflix. Will be switching brands for good. #Netflix #Streaming #MustWatch,Negative,53,53,8647
100575,2024-04-24,Google,Thinking about switching to Google but haven't made up my mind yet. #Pixel,Neutral,163,51,35296
100352,2024-10-15,Tesla,Anyone else been following the Tesla news lately? Share your thoughts. #TeslaModel3 #Tesla,Neutral,41,17,43403
100937,2024-07-17,Tesla,Loving my new Tesla. The quality is top-notch and customer service was great. #Tesla #TeslaModel3,Positive,108,75,641
101295,2024-08-26,Samsung,Samsung support team helped me resolve my issue within minutes. Excellent service! #GalaxyS #Samsung,Positive,52,43,2200
101392,2024-02-29,Samsung,Samsung support team helped me resolve my issue within minutes. Excellent service! #GalaxyS #GalaxyWatch,Positive,366,23,44414
101300,2024-05-08,Tesla,Shoutout to Tesla for the incredible experience. Will definitely buy again. #EV #ElonMusk,Positive,110,101,34932
100591,2024-08-03,Netflix,Happy with my Netflix purchase. Great value for money and excellent build quality. #NetflixSeries #MustWatch,Positive,379,14,11525
100664,2024-11-10,Samsung,Samsung support team helped me resolve my issue within minutes. Excellent service! #GalaxyS,Positive,380,110,32881
100195,2024-05-19,Google,The Google ecosystem is seamless. Everything just works together perfectly. #Google,Positive,483,52,1267
101240,2024-06-23,Amazon,Amazon released their quarterly report today with some mixed numbers. #PrimeDay #AWS,Neutral,187,65,45605
101048,2024-03-23,Tesla,Tesla never disappoints. Best purchase I've made this year hands down! #ElonMusk #Autopilot #EV,Positive,324,107,18158
100438,2024-01-05,Microsoft,Never buying Microsoft again. Product broke after two weeks of use. Total waste. #Windows11 #Copilot #Microsoft,Negative,136,52,7183
101435,2024-06-17,Amazon,Loving my new Amazon. The quality is top-notch and customer service was great. #FBA #AmazonDeals #Amazon,Positive,368,82,24718
100643,2024-11-24,Netflix,Just got the new Netflix product and it's absolutely amazing! Totally worth it. #Netflix #MustWatch,Positive,210,149,37512
100096,2024-07-04,Tesla,Can't believe how good Tesla has gotten. The new features are outstanding. #Tesla #TeslaModel3,Positive,365,81,12069
100584,2024-01-07,Nike,Nike released their quarterly report today with some mixed numbers. #JustDoIt #Nike,Neutral,31,1,46866
101214,2024-08-31,Nike,Worst customer experience ever with Nike. Will be switching brands for good. #NikeAir #NikeRunning,Negative,80,71,14582
100156,2024-07-05,Apple,Happy with my Apple purchase. Great value for money and excellent build quality. #AirPods,Positive,496,93,30545
100419,2024-04-21,Amazon,Anyone else been following the Amazon news lately? Share your thoughts. #Amazon #AmazonDeals #AWS,Neutral,54,31,19946
100410,2024-06-09,Amazon,Read an article about Amazon strategy for the next fiscal year. #PrimeDay,Neutral,172,29,7411
101222,2024-07-24,Microsoft,The Microsoft ecosystem is seamless. Everything just works together perfectly. #Microsoft #Azure,Positive,285,56,27910
100477,2024-03-02,Google,Happy with my Google purchase. Great value for money and excellent build quality. #Android #GoogleAI,Positive,16,73,36508
100514,2024-01-11,Microsoft,Loving my new Microsoft. The quality is top-notch and customer service was great. #Azure,Positive,431,72,4594
101285,2024-11-02,Google,Saw a Google ad today. Not sure if I should upgrade yet or wait. #GoogleAI #Android #Pixel,Neutral,136,72,30254
101453,2024-11-19,Amazon,The latest Amazon update ruined everything. So buggy and slow now. #Amazon,Negative,112,11,19681
101118,2024-11-12,Amazon,Never buying Amazon again. Product broke after two weeks of use. Total waste. #AmazonDeals,Negative,40,16,33723
100447,2024-07-16,Microsoft,The latest Microsoft update ruined everything. So buggy and slow now. #Microsoft #Windows11 #Copilot,Negative,69,17,26765
100178,2024-02-01,Apple,Apple keeps raising prices while the quality keeps dropping. Enough already. #MacBook #Apple,Negative,119,35,33596
100390,2024-12-28,Google,Google keeps raising prices while the quality keeps dropping. Enough already. #GoogleAI,Negative,62,53,37530
101289,2024-03-26,Nike,Loving my new Nike. The quality is top-notch and customer service was great. #Sneakers #Nike,Positive,263,6,30599
101307,2024-04-25,Google,Just got the new Google product and it's absolutely amazing! Totally worth it. #Android #Gemini,Positive,479,32,4125
101366,2024-08-11,Samsung,The Samsung ecosystem is seamless. Everything just works together perfectly. #GalaxyS,Positive,246,33,2276
101047,2024-04-04,Apple,Apple announced some changes to their pricing structure today. #iPhone #AirPods #AppleWatch,Neutral,175,21,6516
101142,2024-08-23,Samsung,Comparing Samsung with other brands in the market before deciding. #Samsung,Neutral,83,69,11877
100634,2024-08-16,Nike,Just heard Nike is releasing a new product next month. Interesting. #NikeAir,Neutral,133,57,16505
100865,2024-11-26,Microsoft,Microsoft delivered exactly what I needed on time. Truly impressed with the service. #Copilot #Xbox #Microsoft,Positive,100,7,5040
100787,2024-10-08,Google,Worst customer experience ever with Google. Will be switching brands for good. #Android #Gemini,Negative,76,30,3474
100744,2024-12-05,Nike,Never buying Nike again. Product broke after two weeks of use. Total waste. #JustDoIt #Nike #NikeRunning,Negative,176,76,23271
100859,2024-09-23,Amazon,Worst customer experience ever with Amazon. Will be switching brands for good. #PrimeDay #AmazonDeals,Negative,187,20,41774
100294,2024-10-23,Amazon,Just heard Amazon is releasing a new product next month. Interesting. #AmazonDeals #AWS #FBA,Neutral,13,27,8250
100544,2024-01-17,Apple,Shoutout to Apple for the incredible experience. Will definitely buy again. #iPhone,Positive,460,27,20520
101362,2024-03-10,Nike,Nike support team helped me resolve my issue within minutes. Excellent service! #NikeRunning #Nike #JustDoIt,Positive,90,21,27336
100088,2024-06-28,Netflix,Loving my new Netflix. The quality is top-notch and customer service was great. #Netflix #MustWatch,Positive,36,8,7500
101031,2024-10-21,Amazon,Lost all my data because of a Amazon bug. Absolutely furious right now. #Amazon #AWS #AmazonDeals,Negative,12,33,1383
101379,2024-02-10,Nike,Worst customer experience ever with Nike. Will be switching brands for good. #JustDoIt,Negative,168,67,13096
100576,2024-07-06,Google,Just got the new Google product and it's absolutely amazing! Totally worth it. #Gemini #Pixel #Google,Positive,459,6,44164
100906,2024-09-06,Google,Loving my new Google. The quality is top-notch and customer service was great. #Google #Pixel #Android,Positive,412,29,6026
101387,2024-09-20,Amazon,Saw a Amazon ad today. Not sure if I should upgrade yet or wait. #AmazonDeals #FBA,Neutral,115,7,39564
101091,2024-12-17,Microsoft,Microsoft stock is making some moves in the market today. Keeping an eye. #Windows11 #Azure,Neutral,64,7,23952
100943,2024-07-19,Apple,Thinking about switching to Apple but haven't made up my mind yet. #iPhone #iOS,Neutral,112,46,46126
100290,2024-03-17,Apple,Apple delivered exactly what I needed on time. Truly impressed with the service. #AirPods #MacBook,Positive,25,35,13668
101418,2024-01-12,Samsung,Loving my new Samsung. The quality is top-notch and customer service was great. #SamsungTV #GalaxyS,Positive,435,110,33020
101018,2024-04-09,Apple,Happy with my Apple purchase. Great value for money and excellent build quality. #AppleWatch #Apple #MacBook,Positive,398,103,13621
100348,2024-04-07,Microsoft,Overpriced garbage from Microsoft as usual. Not worth a single penny. #Microsoft #Windows11,Negative,29,34,21304
100567,2024-05-20,Google,Just got the new Google product and it's absolutely amazing! Totally worth it. #GoogleAI,Positive,73,62,1535
101412,2024-10-21,Microsoft,Saw a Microsoft ad today. Not sure if I should upgrade yet or wait. #Microsoft #Azure #Copilot,Neutral,21,53,2808
101058,2024-09-24,Tesla,Happy with my Tesla purchase. Great value for money and excellent build quality. #Tesla #TeslaModel3 #EV,Positive,312,116,44433
100599,2024-10-08,Nike,Nike delivered exactly what I needed on time. Truly impressed with the service. #Nike #JustDoIt,Positive,49,130,17443
100458,2024-08-07,Tesla,The Tesla update is fantastic! So much smoother and faster now. 10/10. #Tesla #Autopilot #EV,Positive,309,106,19350
100375,2024-12-30,Microsoft,Terrible experience with Microsoft. Customer service was unhelpful and rude. #Windows11 #Copilot,Negative,147,10,14253
100333,2024-06-01,Netflix,Netflix promised delivery in 2 days but it's been 10 days and still nothing. #Netflix,Negative,160,5,45845
100756,2024-04-06,Samsung,Worst customer experience ever with Samsung. Will be switching brands for good. #Samsung2024 #GalaxyWatch,Negative,120,41,6395
101323,2024-03-21,Google,Terrible experience with Google. Customer service was unhelpful and rude. #Google #Pixel,Negative,25,24,46573
100711,2024-02-04,Nike,Just heard Nike is releasing a new product next month. Interesting. #Nike #NikeAir,Neutral,62,72,7948
101389,2024-07-23,Apple,Anyone else been following the Apple news lately? Share your thoughts. #MacBook #iPhone #AppleWatch,Neutral,102,45,44625
100566,2024-06-19,Tesla,Comparing Tesla with other brands in the market before deciding. #TeslaModel3,Neutral,69,29,44586
100328,2024-08-04,Netflix,Just got the new Netflix product and it's absolutely amazing! Totally worth it. #Streaming #Netflix #NetflixSeries,Positive,211,19,37076
100318,2024-11-30,Tesla,The Tesla ecosystem is seamless. Everything just works together perfectly. #ElonMusk,Positive,386,30,4424
101302,2024-07-26,Amazon,The Amazon update is fantastic! So much smoother and faster now. 10/10. #AWS #AmazonDeals,Positive,28,121,19743
100952,2024-04-18,Apple,Apple delivered exactly what I needed on time. Truly impressed with the service. #Apple #MacBook #AppleWatch,Positive,112,93,6497
100012,2024-01-29,Amazon,Noticed Amazon has a new campaign running. It looks different from before. #AWS,Neutral,50,54,1367
100171,2024-10-16,Apple,Apple delivered exactly what I needed on time. Truly impressed with the service. #iPhone,Positive,43,28,43504
100260,2024-05-14,Apple,Lost all my data because of a Apple bug. Absolutely furious right now. #MacBook #AirPods #Apple,Negative,111,46,15354
100819,2024-04-30,Apple,Apple delivered exactly what I needed on time. Truly impressed with the service. #AppleWatch #iOS,Positive,24,140,48344
101494,2024-11-16,Amazon,Regret buying Amazon. The product is nothing like what was advertised online. #AWS #FBA #Amazon,Negative,6,48,182
